variable,missing,model,problem,fold,score,mae,rmse
marfrq,31365,lin,ordinal,4,0.6118824688064644,1.0239043824701195,1.03523579314587
marfrq,31365,lin,ordinal,5,0.6075128604368472,1.0158102766798418,1.0234406822281032
marfrq,31365,lin,ordinal,6,0.6117580091447483,1.016,1.0237187113655781
marfrq,31365,lin,ordinal,7,0.5914491020758669,1.0226415094339623,1.033404339211853
marfrq,31365,lin,ordinal,8,0.5856201439252565,1.0185873605947955,1.027502837847364
marfrq,31365,lin,ordinal,9,0.6164738632890154,1.0159362549800797,1.023625304953057
marfrq,31365,lin,ordinal,10,0.5932877109021353,1.0229007633587786,1.0337805812048977
marfrq,31365,tree,ordinal,1,0.935289758524165,1.0,1.0
marfrq,31365,tree,ordinal,2,0.915377372335491,1.0,1.0
marfrq,31365,tree,ordinal,3,0.9276574421721482,1.0,1.0
marfrq,31365,tree,ordinal,4,0.9257999573204188,1.0,1.0
marfrq,31365,tree,ordinal,5,0.9282270446875845,1.0,1.0
marfrq,31365,tree,ordinal,6,0.9394042312393498,1.0,1.0
marfrq,31365,tree,ordinal,7,0.938854903425149,1.0,1.0
marfrq,31365,tree,ordinal,8,0.9243422300661797,1.0,1.0
marfrq,31365,tree,ordinal,9,0.9151190697411113,1.0,1.0
marfrq,31365,tree,ordinal,10,0.921660295659822,1.0,1.0
marfrq,31365,knn,ordinal,1,1.0,,
marfrq,31365,knn,ordinal,2,1.0,,
marfrq,31365,knn,ordinal,3,1.0,,
marfrq,31365,knn,ordinal,4,1.0,,
marfrq,31365,knn,ordinal,5,1.0,,
marfrq,31365,knn,ordinal,6,1.0,,
marfrq,31365,knn,ordinal,7,1.0,,
marfrq,31365,knn,ordinal,8,1.0,,
marfrq,31365,knn,ordinal,9,1.0,,
marfrq,31365,knn,ordinal,10,1.0,,
tobcpd,25407,lin,reg,1,0.1285613893850951,6.5871801304565984,8.81954075696347
tobcpd,25407,lin,reg,2,0.13861352315282194,6.502552266265262,8.713752000453397
tobcpd,25407,lin,reg,3,0.13548238410686209,6.566273624351898,8.752399854396469
tobcpd,25407,lin,reg,4,0.13465409316361499,6.5532279645425655,8.803636835157313
tobcpd,25407,lin,reg,5,0.13716646357999784,6.572926421404682,8.841005218728919
tobcpd,25407,lin,reg,6,0.13368843814922904,6.569857859531773,8.825991608666655
tobcpd,25407,lin,reg,7,0.13302686072096548,6.5612274247491635,8.725759759351986
tobcpd,25407,lin,reg,8,0.13059405457039752,6.588586956521739,8.848089232156322
tobcpd,25407,lin,reg,9,0.13337763605957853,6.578720735785953,8.81960897422295
tobcpd,25407,lin,reg,10,0.1329308215788253,6.504891304347826,8.71121403421089
tobcpd,25407,tree,reg,1,0.9032456241935679,2.046956012711156,2.9387516108498555
tobcpd,25407,tree,reg,2,0.9024472484569912,2.054985783575849,2.9324183770481733
tobcpd,25407,tree,reg,3,0.9032382925870769,2.0594999163739756,2.928141017385479
tobcpd,25407,tree,reg,4,0.899929516490119,2.0775631376484363,2.9937825045521653
tobcpd,25407,tree,reg,5,0.9008976004555412,2.089648829431438,2.996265016119693
tobcpd,25407,tree,reg,6,0.9023213601774642,2.0553093645484948,2.96364551960694
tobcpd,25407,tree,reg,7,0.9042594296315423,2.03614381270903,2.8996690677284427
tobcpd,25407,tree,reg,8,0.9032005906795229,2.0695234113712373,2.952395566644111
tobcpd,25407,tree,reg,9,0.8993413582871489,2.0944397993311035,3.005798874327705
tobcpd,25407,tree,reg,10,0.904332043793209,2.014423076923077,2.8935770961512737
tobcpd,25407,knn,reg,1,0.9998109277914371,0.0037213580866365613,0.1299096524987393
tobcpd,25407,knn,reg,2,0.9998085435199084,0.0037196855661481855,0.12990958812627465
tobcpd,25407,knn,reg,3,0.9998095406101196,0.0037213580866365613,0.1299096524987393
tobcpd,25407,knn,reg,4,0.9998115707375805,0.0037213580866365613,0.1299096524987393
tobcpd,25407,knn,reg,5,0.9999061657374494,0.0019899665551839467,0.09219743973113673
tobcpd,25407,knn,reg,6,0.9998123462266275,0.0037207357859531773,0.1298987900335254
tobcpd,25407,knn,reg,7,0.9999032268597337,0.001983277591973244,0.09218873326934274
tobcpd,25407,knn,reg,8,0.9999063962024913,0.0018812709030100335,0.09180892984161294
tobcpd,25407,knn,reg,9,0.9998120071021929,0.0037207357859531773,0.1298987900335254
tobcpd,25407,knn,reg,10,0.9998076778725216,0.003637123745819398,0.12973777257262828
tobyos,25493,lin,reg,1,0.525849901682903,6.546482548288715,8.85926291574922
tobyos,25493,lin,reg,2,0.518362070857551,6.544872924432395,8.884104363157803
tobyos,25493,lin,reg,3,0.5156100254915097,6.607224669603523,8.934851989515607
tobyos,25493,lin,reg,4,0.528658383827111,6.535299898339545,8.828523399477033
tobyos,25493,lin,reg,5,0.5212132685112352,6.573507285665875,8.887415720200476
tobyos,25493,lin,reg,6,0.5217168543732087,6.5722365299898335,8.909873250609012
tobyos,25493,lin,reg,7,0.517399048354814,6.556140291426634,8.889688203406147
tobyos,25493,lin,reg,8,0.5205368844709577,6.569017282277193,8.908304255976278
tobyos,25493,lin,reg,9,0.5211384710480687,6.545373538878536,8.88854925796283
tobyos,25493,lin,reg,10,0.520972059481962,6.564374047094698,8.876744137432942
tobyos,25493,tree,reg,1,0.9512469264326664,1.9861640121992545,2.840800057696339
tobyos,25493,tree,reg,2,0.9497533125863986,1.9891291087766858,2.869505286566072
tobyos,25493,tree,reg,3,0.9502976866121506,1.986248729244324,2.8620557644664477
tobyos,25493,tree,reg,4,0.949714964765916,1.9870111826499492,2.8836301554814843
tobyos,25493,tree,reg,5,0.9509054681671564,1.9793019315486275,2.8459089639768247
tobyos,25493,tree,reg,6,0.9500815747587806,1.9934496780752287,2.8784548760989317
tobyos,25493,tree,reg,7,0.9499208319186194,1.9959911894273128,2.8636569762338926
tobyos,25493,tree,reg,8,0.9494350515065724,1.9942968485259234,2.8929586398063063
tobyos,25493,tree,reg,9,0.9493717697929986,2.0012434355412503,2.8901626392496644
tobyos,25493,tree,reg,10,0.9497309604194232,1.9994070811451805,2.875567544096414
tobyos,25493,knn,reg,1,0.9999352324109428,0.002483903761436801,0.10354247299536193
tobyos,25493,knn,reg,2,0.9999348354859716,0.0023991867163673333,0.10333772395142309
tobyos,25493,knn,reg,3,0.9999979175484599,0.0005354117248390376,0.018525811533787895
tobyos,25493,knn,reg,4,0.9999351669118447,0.002483903761436801,0.10354247299536193
tobyos,25493,knn,reg,5,0.9999362965600441,0.002229752626228397,0.10251463847334967
tobyos,25493,knn,reg,6,0.9999354079464895,0.002483903761436801,0.10354247299536193
tobyos,25493,knn,reg,7,0.9999981627804948,0.00045069467976956965,0.017344946539286154
tobyos,25493,knn,reg,8,0.9999352257807883,0.002483903761436801,0.10354247299536193
tobyos,25493,knn,reg,9,0.9999350301790956,0.002483482974758597,0.10353370229753625
tobyos,25493,knn,reg,10,0.9999358908506976,0.0022869727257326783,0.1026912135795172
ccmtrage,196,lin,reg,1,0.9081064349545609,2.296208448149569,3.3933988482253583
ccmtrage,196,lin,reg,2,0.9081283500170471,2.296836304021766,3.3862988831863015
ccmtrage,196,lin,reg,3,0.908148236471667,2.291499529108096,3.383274308810746
ccmtrage,196,lin,reg,4,0.9089801340043328,2.293383096724685,3.371221302519908
ccmtrage,196,lin,reg,5,0.9078895512402911,2.3091841361749625,3.396409271549199
ccmtrage,196,lin,reg,6,0.9084965461081318,2.293337983955354,3.382973019806403
ccmtrage,196,lin,reg,7,0.9072719037428164,2.3088943146145797,3.402219263815778
ccmtrage,196,lin,reg,8,0.9072529085441943,2.3050226717823508,3.3984084992638617
ccmtrage,196,lin,reg,9,0.9078706553947009,2.2976630624346006,3.390974705359693
ccmtrage,196,lin,reg,10,0.9092947121201338,2.2874084408789677,3.37346381476401
ccmtrage,196,tree,reg,1,0.9963613123325681,0.25944399874428825,0.675250240090129
ccmtrage,196,tree,reg,2,0.9964282320852685,0.2579441208273745,0.6676919575232785
ccmtrage,196,tree,reg,3,0.9963389279440561,0.2617461369423419,0.6754568334069072
ccmtrage,196,tree,reg,4,0.9964952712980151,0.258676619344937,0.6615251642386138
ccmtrage,196,tree,reg,5,0.9963469322558696,0.25860685758135965,0.6763857224546356
ccmtrage,196,tree,reg,6,0.9965290966336755,0.2539239623299616,0.6588720001045725
ccmtrage,196,tree,reg,7,0.9964452059598266,0.25999302406696895,0.6661374483577988
ccmtrage,196,tree,reg,8,0.9963561091682691,0.26302755493547264,0.6736093556388492
ccmtrage,196,tree,reg,9,0.9962912732438183,0.2622602023020579,0.6803587555656587
ccmtrage,196,tree,reg,10,0.9963039218738879,0.26212068364143704,0.6809736766120823
ccmtrage,196,knn,reg,1,1.0,0.0,0.0
ccmtrage,196,knn,reg,2,1.0,0.0,0.0
ccmtrage,196,knn,reg,3,1.0,0.0,0.0
ccmtrage,196,knn,reg,4,1.0,0.0,0.0
ccmtrage,196,knn,reg,5,1.0,0.0,0.0
ccmtrage,196,knn,reg,6,1.0,0.0,0.0
ccmtrage,196,knn,reg,7,1.0,0.0,0.0
ccmtrage,196,knn,reg,8,1.0,0.0,0.0
ccmtrage,196,knn,reg,9,1.0,0.0,0.0
ccmtrage,196,knn,reg,10,1.0,0.0,0.0
alcunits,21936,lin,reg,1,0.1515720471936841,5.957329451829067,9.382659026031462
alcunits,21936,lin,reg,2,0.1547072216406853,6.006966933977809,9.522243096504454
alcunits,21936,lin,reg,3,0.14873667589885664,5.974188728990443,9.424104681600465
alcunits,21936,lin,reg,4,0.1548438283479695,5.884979677029551,9.265265811338722
alcunits,21936,lin,reg,5,0.14875419139380064,5.92535647588707,9.39044766266678
alcunits,21936,lin,reg,6,0.15709657605077598,5.768918057996484,8.98252259076398
alcunits,21936,lin,reg,7,0.14880084889689382,5.912024384885765,9.337976045581605
alcunits,21936,lin,reg,8,0.14676894241155136,5.882768014059754,9.334346083459712
alcunits,21936,lin,reg,9,0.15315107971485042,5.973014059753954,9.451409200449474
alcunits,21936,lin,reg,10,0.1526527059936036,5.849958260105447,9.246509625044776
alcunits,21936,tree,reg,1,0.9030338406774195,1.8288223662528837,3.1719661700150037
alcunits,21936,tree,reg,2,0.9032747307435085,1.8403075909040976,3.2211107622151913
alcunits,21936,tree,reg,3,0.9062495646664153,1.8170537185543227,3.127481769227694
alcunits,21936,tree,reg,4,0.9014684593300041,1.8103229704493022,3.163566999023535
alcunits,21936,tree,reg,5,0.9018192444309471,1.809922003735032,3.18912827633404
alcunits,21936,tree,reg,6,0.9034846305638461,1.7828789543057997,3.0395384937967815
alcunits,21936,tree,reg,7,0.9045568821291959,1.7809940685413006,3.1268674648591
alcunits,21936,tree,reg,8,0.904629794400619,1.7999033391915642,3.1207352797524717
alcunits,21936,tree,reg,9,0.9031236570436724,1.8352724077328646,3.196704300920241
alcunits,21936,tree,reg,10,0.9014569723048169,1.807152899824253,3.1532619732677203
alcunits,21936,knn,reg,1,0.9995854653911762,0.01484235966165001,0.2073952699043263
alcunits,21936,knn,reg,2,0.9998255408014716,0.012551905965066466,0.13679890518271434
alcunits,21936,knn,reg,3,0.9997230189672092,0.013098978358782824,0.16999382868392157
alcunits,21936,knn,reg,4,0.9995757117012916,0.015040096671427009,0.20759645213339262
alcunits,21936,knn,reg,5,0.9995849770942686,0.014803910798637817,0.2073456061109163
alcunits,21936,knn,reg,6,0.9995508461124741,0.01481436731107206,0.20735140888418527
alcunits,21936,knn,reg,7,0.9995803662481527,0.014906634446397192,0.20733488041379788
alcunits,21936,knn,reg,8,0.9995787011797512,0.014846221441124782,0.20741764198684107
alcunits,21936,knn,reg,9,0.9997243097252702,0.013374340949033397,0.17053138546046304
alcunits,21936,knn,reg,10,0.9998141650394115,0.012649384885764505,0.13693384802386202
hxtobcpd,310,lin,reg,1,0.6025175462866356,4.15263740110621,7.280758553651683
hxtobcpd,310,lin,reg,2,0.6043104492533351,4.131171631602898,7.229740856676155
hxtobcpd,310,lin,reg,3,0.6004948582836602,4.176012531942451,7.296818917944983
hxtobcpd,310,lin,reg,4,0.6056491362136804,4.162391570693457,7.24299870093031
hxtobcpd,310,lin,reg,5,0.604291776840906,4.15413029019498,7.251716008413824
hxtobcpd,310,lin,reg,6,0.6052967747441457,4.127500262540694,7.218079528737051
hxtobcpd,310,lin,reg,7,0.605734341838146,4.127459656246718,7.205376525684547
hxtobcpd,310,lin,reg,8,0.6036175522969915,4.159101060664403,7.258848056519828
hxtobcpd,310,lin,reg,9,0.6058685676994418,4.129141666958379,7.237223378468128
hxtobcpd,310,lin,reg,10,0.605040354549431,4.155705534357825,7.2465088811854494
hxtobcpd,310,tree,reg,1,0.9845440666039976,0.6157753973254918,1.4357051784326342
hxtobcpd,310,tree,reg,2,0.9837280848764014,0.625378233626212,1.4661039875942898
hxtobcpd,310,tree,reg,3,0.9837603143189664,0.6317481709664998,1.4711643479922678
hxtobcpd,310,tree,reg,4,0.9843551867984036,0.6189323345118494,1.4426540527309235
hxtobcpd,310,tree,reg,5,0.9837534856705757,0.6254783491441174,1.4693773776096677
hxtobcpd,310,tree,reg,6,0.9841729343864488,0.6196065390135471,1.4453949286639518
hxtobcpd,310,tree,reg,7,0.9835310147230405,0.6234515349879232,1.4726367217109895
hxtobcpd,310,tree,reg,8,0.9841013407649077,0.6249532677565023,1.4537534174834537
hxtobcpd,310,tree,reg,9,0.9838746295698,0.6297892673364371,1.4638827446783351
hxtobcpd,310,tree,reg,10,0.9850703944300073,0.603704974271012,1.408888530675241
hxtobcpd,310,knn,reg,1,0.9999999765857567,2.6605054960442485e-05,0.0017670861022388293
hxtobcpd,310,knn,reg,2,0.999999976256076,2.8704449189624395e-05,0.0017710127485012863
hxtobcpd,310,knn,reg,3,0.9999999739705941,2.9754611964854554e-05,0.0018625352884827798
hxtobcpd,310,knn,reg,4,0.9999999712654775,3.3605208807365144e-05,0.001955145135747673
hxtobcpd,310,knn,reg,5,0.9999999712358527,3.3605208807365144e-05,0.001955145135747673
hxtobcpd,310,knn,reg,6,0.9999999789436439,2.4503798088703752e-05,0.0016671625031099474
hxtobcpd,310,knn,reg,7,0.9999999736292412,3.010466622326461e-05,0.001863474776708215
hxtobcpd,310,knn,reg,8,0.9999999712434351,3.3605208807365144e-05,0.001955145135747673
hxtobcpd,310,knn,reg,9,0.9999999764247929,2.835439493121434e-05,0.00177002418423308
hxtobcpd,310,knn,reg,10,0.9999999712489923,3.3605208807365144e-05,0.001955145135747673
hxtobyos,393,lin,reg,1,0.6780810902121932,5.697918012073564,8.053928315327711
hxtobyos,393,lin,reg,2,0.6766264042448867,5.6959757124806965,8.055702459567726
hxtobyos,393,lin,reg,3,0.67744691199524,5.687090411343535,8.04847429086917
hxtobyos,393,lin,reg,4,0.6797655883110538,5.67371823669802,8.023906354479442
hxtobyos,393,lin,reg,5,0.6776330550923215,5.698286536571668,8.049238262080909
hxtobyos,393,lin,reg,6,0.6782202810675332,5.6902667415414845,8.054173787596978
hxtobyos,393,lin,reg,7,0.6767712107592656,5.699181524638495,8.070002436388656
hxtobyos,393,lin,reg,8,0.679026132780532,5.6742292573353925,8.028580264714687
hxtobyos,393,lin,reg,9,0.6805973922030785,5.702498157442179,8.049870641047077
hxtobyos,393,lin,reg,10,0.6773851896740875,5.68580282876496,8.060415106723502
hxtobyos,393,tree,reg,1,0.9817303250860527,0.9230338340586832,1.918668411674514
hxtobyos,393,tree,reg,2,0.981890613726501,0.918599606907202,1.906351608845862
hxtobyos,393,tree,reg,3,0.9816136632565505,0.9169444054471432,1.9215892658819607
hxtobyos,393,tree,reg,4,0.9820370037584191,0.9139611118910572,1.9003834595352869
hxtobyos,393,tree,reg,5,0.9816381069388703,0.9221739435631054,1.9210481843597877
hxtobyos,393,tree,reg,6,0.9815843173118507,0.9232444194861716,1.9267952806015247
hxtobyos,393,tree,reg,7,0.9816296526460069,0.9279474940334129,1.9238771309357379
hxtobyos,393,tree,reg,8,0.9818589969906331,0.9136648883897234,1.9086863331046675
hxtobyos,393,tree,reg,9,0.9823422881815637,0.9137079282630821,1.8927222387512541
hxtobyos,393,tree,reg,10,0.9815585264203563,0.924984382128944,1.9271391236699633
hxtobyos,393,knn,reg,1,0.9999990121682146,0.00041836304927699003,0.014108343136671028
hxtobyos,393,knn,reg,2,0.9999988814482542,0.0004653937947494033,0.014982323807545815
hxtobyos,393,knn,reg,3,0.9999990525712144,0.0004008142636529552,0.013793873757941789
hxtobyos,393,knn,reg,4,0.9999989663271956,0.00043591183490102487,0.014415954317147024
hxtobyos,393,knn,reg,5,0.9999988786680443,0.0004710094061490945,0.015012279124040585
hxtobyos,393,knn,reg,6,0.999998925606527,0.00045346062052505965,0.014717137346851369
hxtobyos,393,knn,reg,7,0.9999989249977095,0.00045346062052505965,0.014717137346851369
hxtobyos,393,knn,reg,8,0.9999989836020979,0.00041625719500210584,0.014286827336755832
hxtobyos,393,knn,reg,9,0.9999989393601024,0.0004464254378268347,0.014669106191136752
hxtobyos,393,knn,reg,10,0.9999989680918643,0.0004358965359912961,0.014415701341314256
hxmarfrq,463,lin,ordinal,1,0.018252853573300427,1.0007224389539084,1.0010830719084831
hxmarfrq,463,lin,ordinal,2,0.01924123966697122,1.0008673653776654,1.0013002028028337
hxmarfrq,463,lin,ordinal,3,0.017547204265851102,1.0006136298007509,1.0009200214813632
hxmarfrq,463,lin,ordinal,4,0.019182937156377363,1.000614295006143,1.0009210183717938
hxmarfrq,463,lin,ordinal,5,0.018689294449973352,1.0007224650507531,1.0010831110113982
hxmarfrq,463,lin,ordinal,6,0.01863303196442637,1.0009030486923856,1.001353656845151
hxmarfrq,463,lin,ordinal,7,0.01858167566565739,1.0006862922160014,1.00102890899714
hxmarfrq,463,lin,ordinal,8,0.018375623301118096,1.0007224911494834,1.0010831501171369
hxmarfrq,463,lin,ordinal,9,0.016938031811997902,1.0005049776367048,1.0007571797944366
hxmarfrq,463,lin,ordinal,10,0.017604126264289036,1.0006137405682516,1.0009201874798783
hxmarfrq,463,tree,ordinal,1,0.05938128138963549,1.0,1.0
hxmarfrq,463,tree,ordinal,2,0.05986959751211408,1.0,1.0
hxmarfrq,463,tree,ordinal,3,0.05914895128444028,1.0,1.0
hxmarfrq,463,tree,ordinal,4,0.058890190312810224,1.0,1.0
hxmarfrq,463,tree,ordinal,5,0.059324643909026725,1.0,1.0
hxmarfrq,463,tree,ordinal,6,0.05903121642392366,1.0,1.0
hxmarfrq,463,tree,ordinal,7,0.05885709275607128,1.0,1.0
hxmarfrq,463,tree,ordinal,8,0.058852433449387585,1.0,1.0
hxmarfrq,463,tree,ordinal,9,0.05874744553839157,1.0,1.0
hxmarfrq,463,tree,ordinal,10,0.05925678778994537,1.0,1.0
hxmarfrq,463,knn,ordinal,1,0.06026982298105022,1.0,1.0
hxmarfrq,463,knn,ordinal,2,0.06080854477765306,1.0,1.0
hxmarfrq,463,knn,ordinal,3,0.06010018722259589,1.0,1.0
hxmarfrq,463,knn,ordinal,4,0.05980125432679961,1.0,1.0
hxmarfrq,463,knn,ordinal,5,0.06031957401854283,1.0,1.0
hxmarfrq,463,knn,ordinal,6,0.05955662805801723,1.0,1.0
hxmarfrq,463,knn,ordinal,7,0.05981816902829999,1.0,1.0
hxmarfrq,463,knn,ordinal,8,0.059876356711939575,1.0,1.0
hxmarfrq,463,knn,ordinal,9,0.059402131459817,1.0,1.0
hxmarfrq,463,knn,ordinal,10,0.06026194332148837,1.0,1.0
cocfrq,32007,lin,ordinal,1,1.0,,
cocfrq,32007,lin,ordinal,2,1.0,,
cocfrq,32007,lin,ordinal,3,1.0,,
cocfrq,32007,lin,ordinal,4,1.0,,
cocfrq,32007,lin,ordinal,5,1.0,,
cocfrq,32007,lin,ordinal,6,1.0,,
cocfrq,32007,lin,ordinal,7,1.0,,
cocfrq,32007,lin,ordinal,8,1.0,,
cocfrq,32007,lin,ordinal,9,1.0,,
cocfrq,32007,lin,ordinal,10,1.0,,
cocfrq,32007,tree,ordinal,1,0.974458229942101,1.0,1.0
cocfrq,32007,tree,ordinal,2,0.9741262971752991,1.0,1.0
cocfrq,32007,tree,ordinal,3,0.9743589743589743,1.0,1.0
cocfrq,32007,tree,ordinal,4,0.974458229942101,1.0,1.0
cocfrq,32007,tree,ordinal,5,0.9750597371565114,1.0,1.0
cocfrq,32007,tree,ordinal,6,0.9256979977753058,1.0,1.0
cocfrq,32007,tree,ordinal,7,0.9750319284802045,1.0,1.0
cocfrq,32007,tree,ordinal,8,1.0,,
cocfrq,32007,tree,ordinal,9,0.9747731397459166,1.0,1.0
cocfrq,32007,tree,ordinal,10,0.9749402628434887,1.0,1.0
cocfrq,32007,knn,ordinal,1,1.0,,
cocfrq,32007,knn,ordinal,2,1.0,,
cocfrq,32007,knn,ordinal,3,1.0,,
cocfrq,32007,knn,ordinal,4,1.0,,
cocfrq,32007,knn,ordinal,5,1.0,,
cocfrq,32007,knn,ordinal,6,1.0,,
cocfrq,32007,knn,ordinal,7,1.0,,
cocfrq,32007,knn,ordinal,8,1.0,,
cocfrq,32007,knn,ordinal,9,1.0,,
